#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP071982.1,244961,245884,-,66521489,,J5D21_RS01165,WP_209612004.1,307,polyprenyl synthetase family protein
chromosome,NZ_CP071982.1,245893,246288,-,66521490,,J5D21_RS01170,WP_187903492.1,131,hypothetical protein
chromosome,NZ_CP071982.1,246281,246565,-,66521491,,J5D21_RS01175,WP_001206077.1,94,DUF2018 family protein
chromosome,NZ_CP071982.1,246586,247020,-,66521492,dps,J5D21_RS01180,WP_000846467.1,144,DNA starvation/stationary phase protection protein
chromosome,NZ_CP071982.1,247244,248404,-,66521493,flgS,J5D21_RS01185,WP_077645049.1,386,acid survival sensor histidine kinase
chromosome,NZ_CP071982.1,248401,248718,-,66521494,,J5D21_RS01190,WP_000609406.1,105,hypothetical protein
chromosome,NZ_CP071982.1,248715,249743,-,66521495,,J5D21_RS01195,WP_209612006.1,342,flagellar basal body P-ring protein FlgI
chromosome,NZ_CP071982.1,249928,251403,+,66521496,,J5D21_RS01200,WP_001928219.1,491,DEAD/DEAH box helicase
chromosome,NZ_CP071982.1,251424,252512,+,66521497,,J5D21_RS01205,WP_001121063.1,362,SPFH domain-containing protein
chromosome,NZ_CP071982.1,252519,253058,+,66521498,,J5D21_RS01210,WP_209612008.1,179,DUF2393 family protein
chromosome,NZ_CP071982.1,253141,254691,-,66521499,,J5D21_RS01215,WP_209612010.1,516,ABC transporter ATP-binding protein
chromosome,NZ_CP071982.1,254701,255723,-,66521500,,J5D21_RS01220,WP_209612011.1,340,ABC transporter permease
chromosome,NZ_CP071982.1,256068,257504,+,66521502,hopF,J5D21_RS01230,WP_077645045.1,478,Hop family outer membrane protein HopF
chromosome,NZ_CP071982.1,257517,258929,+,66521503,hopG,J5D21_RS01235,WP_209612013.1,470,outer membrane protein
chromosome,NZ_CP071982.1,259028,260263,+,66521504,purA,J5D21_RS01240,WP_209612015.1,411,adenylosuccinate synthase
chromosome,NZ_CP071982.1,260260,260688,+,66521505,,J5D21_RS01245,WP_000712830.1,142,flagellar export protein FliJ
chromosome,NZ_CP071982.1,260681,261328,+,66521506,,J5D21_RS01250,WP_209612017.1,215,MotE family protein
chromosome,NZ_CP071982.1,261325,262380,+,66521507,rseP,J5D21_RS01255,WP_209612019.1,351,RIP metalloprotease RseP
chromosome,NZ_CP071982.1,262393,263655,+,66521508,xseA,J5D21_RS01260,WP_209612021.1,420,exodeoxyribonuclease VII large subunit
chromosome,NZ_CP071982.1,263674,264828,-,66521509,,J5D21_RS01265,WP_209612460.1,384,site-specific DNA-methyltransferase
chromosome,NZ_CP071982.1,264839,265453,-,66521510,,J5D21_RS01270,WP_209612023.1,204,hypothetical protein
chromosome,NZ_CP071982.1,265566,266255,+,66521511,,J5D21_RS01275,WP_209612024.1,229,BsaWI family type II restriction enzyme
chromosome,NZ_CP071982.1,266252,267010,+,66521512,,J5D21_RS01280,WP_000806058.1,252,site-specific DNA-methyltransferase
chromosome,NZ_CP071982.1,267083,269653,+,66521513,,J5D21_RS01285,WP_209612026.1,856,AAA family ATPase
chromosome,NZ_CP071982.1,269710,270429,+,66521514,,J5D21_RS01290,WP_001880582.1,239,cytochrome c biogenesis protein CcdA
chromosome,NZ_CP071982.1,270439,271575,+,66521515,,J5D21_RS01295,WP_209612028.1,378,dihydroorotase family protein
chromosome,NZ_CP071982.1,271560,272789,+,66521516,,J5D21_RS01300,WP_209612030.1,409,metal-dependent hydrolase
chromosome,NZ_CP071982.1,272850,273092,+,66521517,,J5D21_RS01305,WP_209612031.1,80,hypothetical protein
chromosome,NZ_CP071982.1,273102,274415,+,66521518,miaB,J5D21_RS01310,WP_209506110.1,437,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
chromosome,NZ_CP071982.1,274449,275102,+,66521519,,J5D21_RS01315,WP_209612033.1,217,lysophospholipid acyltransferase family protein
chromosome,NZ_CP071982.1,275095,276078,+,66521520,,J5D21_RS01320,WP_165696497.1,327,hypothetical protein
chromosome,NZ_CP071982.1,276068,276601,+,66521521,,J5D21_RS01325,WP_001880225.1,177,hypothetical protein
chromosome,NZ_CP071982.1,276598,277137,+,66521522,,J5D21_RS01330,WP_000803094.1,179,hypothetical protein
chromosome,NZ_CP071982.1,277154,277552,+,66521523,,J5D21_RS01335,WP_209612035.1,132,YkgJ family cysteine cluster protein
chromosome,NZ_CP071982.1,277589,278884,+,66521524,,J5D21_RS01340,WP_001025844.1,431,ATP-dependent nuclease subunit B
chromosome,NZ_CP071982.1,278872,279429,+,66521525,,J5D21_RS01345,WP_209612037.1,185,indole-3-glycerol phosphate synthase
chromosome,NZ_CP071982.1,279486,279740,+,66521526,,J5D21_RS01350,WP_000055473.1,84,YfhL family 4Fe-4S dicluster ferredoxin
chromosome,NZ_CP071982.1,279750,281204,+,66521527,,J5D21_RS01355,WP_209612038.1,484,Ppx/GppA family phosphatase
chromosome,NZ_CP071982.1,281201,282217,+,66521528,waaC,J5D21_RS01360,WP_209612040.1,338,lipopolysaccharide heptosyltransferase I
chromosome,NZ_CP071982.1,282207,283193,+,66521529,,J5D21_RS01365,WP_209612042.1,328,lipid A biosynthesis lauroyl acyltransferase
chromosome,NZ_CP071982.1,283451,284566,-,66521530,tgt,J5D21_RS01370,WP_209612044.1,371,tRNA guanosine(34) transglycosylase Tgt
chromosome,NZ_CP071982.1,284623,286059,+,66521531,,J5D21_RS01375,WP_000717228.1,478,COG3400 family protein
chromosome,NZ_CP071982.1,286064,287095,+,66521532,aroB,J5D21_RS01380,WP_209612046.1,343,3-dehydroquinate synthase
chromosome,NZ_CP071982.1,287086,288657,+,66521533,,J5D21_RS01385,WP_001218207.1,523,mechanosensitive ion channel family protein
chromosome,NZ_CP071982.1,288654,289910,+,66521534,mtaB,J5D21_RS01390,WP_209612048.1,418,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB
chromosome,NZ_CP071982.1,289897,291549,+,66521535,,J5D21_RS01395,WP_209612050.1,550,ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein
chromosome,NZ_CP071982.1,291552,292070,+,66521536,bioV,J5D21_RS01400,WP_209612052.1,172,pimelyl-ACP methyl ester esterase BioV
chromosome,NZ_CP071982.1,292083,292556,+,66521537,,J5D21_RS01405,WP_000713373.1,157,DUF4149 domain-containing protein
chromosome,NZ_CP071982.1,292624,301344,+,66521538,,J5D21_RS01410,WP_209612054.1,2906,vacuolating cytotoxin domain-containing protein
chromosome,NZ_CP071982.1,301392,302609,+,66521539,lysA,J5D21_RS01415,WP_209612056.1,405,diaminopimelate decarboxylase
chromosome,NZ_CP071982.1,302614,302904,+,66521540,,J5D21_RS01420,WP_001920606.1,96,chorismate mutase
chromosome,NZ_CP071982.1,302917,303789,+,66521541,,J5D21_RS01425,WP_209612058.1,290,DUF2156 domain-containing protein
chromosome,NZ_CP071982.1,303790,305493,+,66521542,,J5D21_RS01430,WP_209612060.1,567,bifunctional anthranilate synthase component I family protein/aminotransferase class IV
chromosome,NZ_CP071982.1,305620,306639,+,66521543,,J5D21_RS01435,WP_001215701.1,339,aliphatic amidase
chromosome,NZ_CP071982.1,306965,309451,-,66521544,flgL,J5D21_RS01440,WP_209612061.1,828,flagellar hook-associated protein FlgL
chromosome,NZ_CP071982.1,309694,310008,+,66521545,rplU,J5D21_RS01445,WP_000119326.1,104,50S ribosomal protein L21
chromosome,NZ_CP071982.1,310022,310288,+,66521546,rpmA,J5D21_RS01450,WP_000940604.1,88,50S ribosomal protein L27
chromosome,NZ_CP071982.1,310407,312047,+,66521547,,J5D21_RS01455,WP_001089555.1,546,ABC transporter substrate-binding protein
chromosome,NZ_CP071982.1,312058,313062,+,66521548,,J5D21_RS01460,WP_000947989.1,334,ABC transporter permease
chromosome,NZ_CP071982.1,313062,313919,+,66521549,,J5D21_RS01465,WP_120891137.1,285,ABC transporter permease
chromosome,NZ_CP071982.1,313931,314794,+,66521550,,J5D21_RS01470,WP_000599865.1,287,ABC transporter ATP-binding protein
chromosome,NZ_CP071982.1,314791,315597,+,66521551,,J5D21_RS01475,WP_000770471.1,268,ATP-binding cassette domain-containing protein
chromosome,NZ_CP071982.1,315617,316699,+,66521552,obgE,J5D21_RS01480,WP_209612063.1,360,GTPase ObgE
chromosome,NZ_CP071982.1,316882,317877,+,66521553,,J5D21_RS01485,WP_209612065.1,331,alginate lyase family protein
chromosome,NZ_CP071982.1,318143,318697,+,66521554,,J5D21_RS01490,WP_064783639.1,184,YceI family protein
chromosome,NZ_CP071982.1,318707,319999,+,66521555,hemL,J5D21_RS01495,WP_209612067.1,430,"glutamate-1-semialdehyde 2,1-aminomutase"
chromosome,NZ_CP071982.1,320005,320268,+,66521556,,J5D21_RS01500,WP_000743087.1,87,AtpZ/AtpI family protein
chromosome,NZ_CP071982.1,320284,320685,+,66521557,,J5D21_RS01505,WP_021172293.1,133,hypothetical protein
chromosome,NZ_CP071982.1,320769,321653,+,66521558,,J5D21_RS01510,WP_077645012.1,294,carbon-nitrogen hydrolase family protein
chromosome,NZ_CP071982.1,321666,322553,+,66521559,,J5D21_RS01515,WP_001959998.1,295,polysaccharide deacetylase
chromosome,NZ_CP071982.1,322600,323292,-,66521560,,J5D21_RS01520,WP_001960000.1,230,hypothetical protein
chromosome,NZ_CP071982.1,323294,324412,-,66521561,,J5D21_RS01525,WP_001154484.1,372,site-specific DNA-methyltransferase
chromosome,NZ_CP071982.1,324507,324875,+,66521562,,J5D21_RS01530,WP_209554042.1,122,hypothetical protein
chromosome,NZ_CP071982.1,324875,325840,+,66521563,,J5D21_RS01535,WP_209612068.1,321,GTP-binding protein
chromosome,NZ_CP071982.1,325846,326991,-,66521564,,J5D21_RS01540,WP_001263641.1,381,YbfB/YjiJ family MFS transporter
chromosome,NZ_CP071982.1,328109,328651,-,66521566,,J5D21_RS01550,WP_001847348.1,180,ATP-binding cassette domain-containing protein
chromosome,NZ_CP071982.1,329230,329985,-,66521567,,J5D21_RS01555,WP_000934558.1,251,HugZ family heme oxygenase
chromosome,NZ_CP071982.1,330262,331887,-,66521568,argS,J5D21_RS01560,WP_021172378.1,541,arginine--tRNA ligase
chromosome,NZ_CP071982.1,331890,332135,-,66521569,tatA,J5D21_RS01565,WP_021172379.1,81,twin-arginine translocase TatA/TatE family subunit
chromosome,NZ_CP071982.1,332207,332827,-,66521570,gmk,J5D21_RS01570,WP_001058030.1,206,guanylate kinase
chromosome,NZ_CP071982.1,332820,334532,-,66521571,,J5D21_RS01575,WP_209612070.1,570,hypothetical protein
chromosome,NZ_CP071982.1,334677,335219,+,66521572,,J5D21_RS01580,WP_156538817.1,180,phospholipase D-like domain-containing protein
chromosome,NZ_CP071982.1,335227,335964,-,66521573,,J5D21_RS01585,WP_209612072.1,245,outer membrane protein
chromosome,NZ_CP071982.1,336101,336814,+,66521574,flgH,J5D21_RS01590,WP_000709966.1,237,flagellar basal body L-ring protein FlgH
chromosome,NZ_CP071982.1,338381,338923,+,66521577,pseH,J5D21_RS01605,WP_209612075.1,180,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase"
chromosome,NZ_CP071982.1,338856,339794,-,66521578,,J5D21_RS01610,WP_209612077.1,312,tetraacyldisaccharide 4\\'-kinase
chromosome,NZ_CP071982.1,339791,340573,-,66521579,,J5D21_RS01615,WP_209612079.1,260,NAD+ synthase
chromosome,NZ_CP071982.1,340823,341815,+,66521581,ilvC,J5D21_RS01625,WP_209612081.1,330,ketol-acid reductoisomerase
chromosome,NZ_CP071982.1,341840,342646,+,66521582,minD,J5D21_RS01630,WP_077645214.1,268,septum site-determining protein MinD
chromosome,NZ_CP071982.1,342643,342876,+,66521583,minE,J5D21_RS01635,WP_000051414.1,77,cell division topological specificity factor MinE
chromosome,NZ_CP071982.1,342888,343688,+,66521584,dprA,J5D21_RS01640,WP_077645213.1,266,DNA-processing protein DprA
chromosome,NZ_CP071982.1,343685,344089,+,66521585,ruvX,J5D21_RS01645,WP_077645212.1,134,Holliday junction resolvase RuvX
chromosome,NZ_CP071982.1,344191,344982,+,66521586,,J5D21_RS01650,WP_209612083.1,263,sel1 repeat family protein
chromosome,NZ_CP071982.1,345169,345507,+,66521587,,J5D21_RS01655,WP_000699891.1,112,hypothetical protein
chromosome,NZ_CP071982.1,345491,346051,+,66521588,,J5D21_RS01660,WP_209612085.1,186,hypothetical protein
chromosome,NZ_CP071982.1,346197,347078,-,66521589,,J5D21_RS01665,WP_209612087.1,293,RluA family pseudouridine synthase
chromosome,NZ_CP071982.1,347078,348628,-,66521590,recJ,J5D21_RS01670,WP_209612089.1,516,single-stranded-DNA-specific exonuclease RecJ
chromosome,NZ_CP071982.1,348638,350254,-,66521591,pyrG,J5D21_RS01675,WP_209612091.1,538,CTP synthase (glutamine hydrolyzing)
chromosome,NZ_CP071982.1,350514,351176,+,66521592,,J5D21_RS01680,WP_209612093.1,220,PAP2 family protein
chromosome,NZ_CP071982.1,352942,353973,+,66521594,fliG,J5D21_RS01690,WP_000201859.1,343,flagellar motor switch protein FliG
chromosome,NZ_CP071982.1,353960,354736,+,66521595,fliH,J5D21_RS01695,WP_000056287.1,258,flagellar assembly protein FliH
chromosome,NZ_CP071982.1,354739,356589,+,66521596,dxs,J5D21_RS01700,WP_180373797.1,616,1-deoxy-D-xylulose-5-phosphate synthase
chromosome,NZ_CP071982.1,356604,358394,+,66521597,lepA,J5D21_RS01705,WP_031253065.1,596,translation elongation factor 4
chromosome,NZ_CP071982.1,358403,359332,+,66521598,,J5D21_RS01710,WP_209612094.1,309,DNA cytosine methyltransferase
chromosome,NZ_CP071982.1,359394,359795,+,66521599,,J5D21_RS01715,WP_195846086.1,133,group I intron-associated PD-(D/E)XK endonuclease
chromosome,NZ_CP071982.1,360114,360923,-,66521600,,J5D21_RS01720,WP_077645205.1,269,flagellar hook-basal body protein
chromosome,NZ_CP071982.1,360978,362291,-,66521601,,J5D21_RS01725,WP_209612096.1,437,MFS transporter
chromosome,NZ_CP071982.1,362679,365201,-,66521602,,J5D21_RS01730,WP_209612097.1,840,DNA translocase FtsK
chromosome,NZ_CP071982.1,365198,367534,-,66521603,addB,J5D21_RS01735,WP_209612098.1,778,PD-(D/E)XK nuclease family protein
chromosome,NZ_CP071982.1,367531,369456,-,66521604,tkt,J5D21_RS01740,WP_209612100.1,641,transketolase
chromosome,NZ_CP071982.1,369503,370345,-,66521605,,J5D21_RS01745,WP_209612102.1,280,bifunctional riboflavin kinase/FAD synthetase
chromosome,NZ_CP071982.1,370311,371018,-,66521606,,J5D21_RS01750,WP_209612104.1,235,TlyA family RNA methyltransferase
chromosome,NZ_CP071982.1,371018,371533,-,66521607,,J5D21_RS01755,WP_000523509.1,171,hypothetical protein
chromosome,NZ_CP071982.1,371600,372523,+,66521608,pyrB,J5D21_RS01760,WP_209612106.1,307,aspartate carbamoyltransferase
chromosome,NZ_CP071982.1,372807,374246,+,66521609,hofB,J5D21_RS01765,WP_077645200.1,479,outer membrane beta-barrel protein HofB
chromosome,NZ_CP071982.1,374337,375992,+,66521610,,J5D21_RS01770,WP_209612108.1,551,ABC transporter ATP-binding protein/permease
chromosome,NZ_CP071982.1,375986,376609,+,66521611,,J5D21_RS01775,WP_209612109.1,207,neuraminyllactose-binding hemagglutinin family protein
chromosome,NZ_CP071982.1,376613,377182,+,66521612,,J5D21_RS01780,WP_000721767.1,189,restriction endonuclease
chromosome,NZ_CP071982.1,377315,378460,+,66521613,,J5D21_RS01785,WP_209612111.1,381,ATP/GTP-binding protein
chromosome,NZ_CP071982.1,378453,379151,+,66521614,,J5D21_RS01790,WP_209612113.1,232,hypothetical protein
chromosome,NZ_CP071982.1,379208,380203,+,66521615,,J5D21_RS01795,WP_000780404.1,331,HoxN/HupN/NixA family nickel/cobalt transporter
chromosome,NZ_CP071982.1,380207,380728,-,66521616,,J5D21_RS01800,WP_000353434.1,173,flagellar FLiS export co-chaperone
chromosome,NZ_CP071982.1,380865,382181,+,66521617,csd4,J5D21_RS01805,WP_064816892.1,438,DL-carboxypeptidase Csd4
chromosome,NZ_CP071982.1,382203,383021,-,66521618,,J5D21_RS01810,WP_209612115.1,272,hypothetical protein
chromosome,NZ_CP071982.1,383179,383379,-,66521619,copP,J5D21_RS01815,WP_000869076.1,66,copper-binding metallochaperone CopP
chromosome,NZ_CP071982.1,383380,385605,-,66521620,copA,J5D21_RS01820,WP_209612117.1,741,heavy metal translocating P-type ATPase
chromosome,NZ_CP071982.1,385602,386315,-,66521621,pssA,J5D21_RS01825,WP_001122223.1,237,CDP-diacylglycerol--serine O-phosphatidyltransferase
chromosome,NZ_CP071982.1,386305,386565,-,66521622,,J5D21_RS01830,WP_209612118.1,86,hypothetical protein
chromosome,NZ_CP071982.1,386568,388466,-,66521623,ftsH,J5D21_RS01835,WP_001928072.1,632,ATP-dependent zinc metalloprotease FtsH
chromosome,NZ_CP071982.1,388475,389452,-,66521624,prmA,J5D21_RS01840,WP_209612464.1,325,50S ribosomal protein L11 methyltransferase
chromosome,NZ_CP071982.1,389465,389839,-,66521625,,J5D21_RS01845,WP_000772146.1,124,chemotaxis response regulator CheY
chromosome,NZ_CP071982.1,390159,390731,+,66521626,,J5D21_RS01850,WP_001879972.1,190,outer membrane protein
chromosome,NZ_CP071982.1,390877,391284,-,66521628,,J5D21_RS01860,WP_209612120.1,135,hypothetical protein
chromosome,NZ_CP071982.1,391287,391517,-,66521629,,J5D21_RS01865,WP_000944410.1,76,PP0621 family protein
chromosome,NZ_CP071982.1,391511,392047,-,66521630,rsmG,J5D21_RS01870,WP_209612122.1,178,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
chromosome,NZ_CP071982.1,392044,393081,-,66521631,queA,J5D21_RS01875,WP_209612124.1,345,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
chromosome,NZ_CP071982.1,393082,393831,-,66521632,tatC,J5D21_RS01880,WP_078244186.1,249,twin-arginine translocase subunit TatC
chromosome,NZ_CP071982.1,393824,394303,-,66521633,tatB,J5D21_RS01885,WP_209612126.1,159,Sec-independent protein translocase protein TatB
chromosome,NZ_CP071982.1,394370,395380,-,66521634,ruvB,J5D21_RS01890,WP_209612128.1,336,Holliday junction branch migration DNA helicase RuvB
chromosome,NZ_CP071982.1,395381,396193,-,66521635,panB,J5D21_RS01895,WP_000062693.1,270,3-methyl-2-oxobutanoate hydroxymethyltransferase
chromosome,NZ_CP071982.1,396342,397064,+,66521636,,J5D21_RS01900,WP_001876931.1,240,hypothetical protein
chromosome,NZ_CP071982.1,397054,397911,+,66521637,,J5D21_RS01905,WP_209612129.1,285,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,397923,398864,+,66521638,,J5D21_RS01910,WP_209612131.1,313,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,398874,400196,+,66521639,,J5D21_RS01915,WP_209612133.1,440,M23 family metallopeptidase
chromosome,NZ_CP071982.1,400199,400783,+,66521640,minC,J5D21_RS01920,WP_209554091.1,194,septum site-determining protein MinC
chromosome,NZ_CP071982.1,400780,401667,+,66521641,lpxC,J5D21_RS01925,WP_000815198.1,295,UDP-3-O-acyl-N-acetylglucosamine deacetylase
chromosome,NZ_CP071982.1,401689,402186,+,66521642,,J5D21_RS01930,WP_209612135.1,165,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
chromosome,NZ_CP071982.1,402240,403121,+,66521643,thrB,J5D21_RS01935,WP_000261674.1,293,homoserine kinase
chromosome,NZ_CP071982.1,403108,403362,+,66521644,,J5D21_RS01940,WP_001232480.1,84,YlxR family protein
chromosome,NZ_CP071982.1,403359,406196,+,66521645,infB,J5D21_RS01945,WP_209612137.1,945,translation initiation factor IF-2
chromosome,NZ_CP071982.1,406196,406531,+,66521646,rbfA,J5D21_RS01950,WP_000991163.1,111,30S ribosome-binding factor RbfA
chromosome,NZ_CP071982.1,406524,406964,+,66521647,,J5D21_RS01955,WP_000166674.1,146,ribosome maturation factor RimP
chromosome,NZ_CP071982.1,407126,408238,+,66521648,,J5D21_RS01960,WP_209612139.1,370,metallophosphoesterase
chromosome,NZ_CP071982.1,408591,409262,+,66521649,hsrA,J5D21_RS01965,WP_001264984.1,223,response regulator-like transcription factor HsrA
chromosome,NZ_CP071982.1,410059,411102,-,66521650,,J5D21_RS01970,WP_209612141.1,347,DHH family phosphoesterase
chromosome,NZ_CP071982.1,411132,413333,-,66521651,flhA,J5D21_RS01975,WP_209612142.1,733,flagellar biosynthesis protein FlhA
chromosome,NZ_CP071982.1,413469,413741,+,66521652,rpsO,J5D21_RS01980,WP_001197109.1,90,30S ribosomal protein S15
chromosome,NZ_CP071982.1,413782,415086,+,66521653,,J5D21_RS01985,WP_209612144.1,434,O-antigen ligase family protein
chromosome,NZ_CP071982.1,415201,415704,+,66521654,aroQ,J5D21_RS01990,WP_128004110.1,167,type II 3-dehydroquinate dehydratase
chromosome,NZ_CP071982.1,415718,416791,+,66521655,,J5D21_RS01995,WP_209612146.1,357,aminopeptidase P family protein
chromosome,NZ_CP071982.1,416791,417279,+,66521656,folK,J5D21_RS02000,WP_209612148.1,162,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
chromosome,NZ_CP071982.1,417276,418646,+,66521657,flhF,J5D21_RS02005,WP_209612466.1,456,flagellar biosynthesis protein FlhF
chromosome,NZ_CP071982.1,418643,419527,+,66521658,ylxH,J5D21_RS02010,WP_000070428.1,294,flagellum site-determining protein YlxH
chromosome,NZ_CP071982.1,419532,419846,+,66521659,,J5D21_RS02015,WP_001265943.1,104,hypothetical protein
chromosome,NZ_CP071982.1,419824,420591,+,66521660,,J5D21_RS02020,WP_209612150.1,255,RNA polymerase sigma factor FliA
chromosome,NZ_CP071982.1,420584,421648,+,66521661,fliM,J5D21_RS02025,WP_000763586.1,354,flagellar motor switch protein FliM
chromosome,NZ_CP071982.1,421652,422506,+,66521662,fliY,J5D21_RS02030,WP_209612152.1,284,flagellar motor switch protein FliY
chromosome,NZ_CP071982.1,422535,423071,+,66521663,,J5D21_RS02035,WP_209612154.1,178,YhcH/YjgK/YiaL family protein
chromosome,NZ_CP071982.1,423068,423571,+,66521664,,J5D21_RS02040,WP_156581700.1,167,DUF2147 domain-containing protein
chromosome,NZ_CP071982.1,423592,424044,-,66521665,fur,J5D21_RS02045,WP_209612156.1,150,transcriptional repressor
chromosome,NZ_CP071982.1,424204,425379,-,66521666,,J5D21_RS02050,WP_209612158.1,391,replication-associated recombination protein A
chromosome,NZ_CP071982.1,425376,425747,-,66521667,,J5D21_RS02055,WP_000272469.1,123,helix-turn-helix transcriptional regulator
chromosome,NZ_CP071982.1,425757,426623,-,66521668,,J5D21_RS02060,WP_209612159.1,288,DnaJ domain-containing protein
chromosome,NZ_CP071982.1,426791,428041,+,66521669,,J5D21_RS02065,WP_209612161.1,416,hypothetical protein
chromosome,NZ_CP071982.1,429229,430125,-,66521671,,J5D21_RS02075,WP_021171619.1,298,OriC activity response regulator
chromosome,NZ_CP071982.1,430147,431367,-,66521672,,J5D21_RS02080,WP_209612163.1,406,"bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
chromosome,NZ_CP071982.1,431389,432819,-,66521673,,J5D21_RS02085,WP_000976622.1,476,Do family serine endopeptidase
chromosome,NZ_CP071982.1,432864,434306,-,66521674,,J5D21_RS02090,WP_209612165.1,480,amino acid permease
chromosome,NZ_CP071982.1,434561,435100,-,66521675,pgsA,J5D21_RS02095,WP_001878781.1,179,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chromosome,NZ_CP071982.1,435097,435705,-,66521676,,J5D21_RS02100,WP_209612167.1,202,hypothetical protein
chromosome,NZ_CP071982.1,435715,436503,-,66521677,,J5D21_RS02105,WP_187868125.1,262,enoyl-ACP reductase
chromosome,NZ_CP071982.1,436500,437402,-,66521678,dapA,J5D21_RS02110,WP_001159568.1,300,4-hydroxy-tetrahydrodipicolinate synthase
chromosome,NZ_CP071982.1,437417,438751,-,66521679,,J5D21_RS02115,WP_000680257.1,444,insulinase family protein
chromosome,NZ_CP071982.1,438748,439803,-,66521680,,J5D21_RS02120,WP_209612169.1,351,quinone-dependent dihydroorotate dehydrogenase
chromosome,NZ_CP071982.1,439841,441868,-,66521681,,J5D21_RS02125,WP_209612171.1,675,RNA degradosome polyphosphate kinase
chromosome,NZ_CP071982.1,442536,443729,-,66521683,,J5D21_RS02135,WP_209612173.1,397,restriction endonuclease subunit S
chromosome,NZ_CP071982.1,443722,445353,-,66521684,,J5D21_RS02140,WP_209612175.1,543,type I restriction-modification system subunit M
chromosome,NZ_CP071982.1,445346,447625,-,66521685,,J5D21_RS02145,WP_244965185.1,759,DEAD/DEAH box helicase family protein
chromosome,NZ_CP071982.1,447799,448491,-,71772600,,J5D21_RS07710,WP_244965186.1,230,type I restriction endonuclease
chromosome,NZ_CP071982.1,448539,450434,-,66521686,,J5D21_RS02150,WP_209612177.1,631,motility associated factor glycosyltransferase family protein
chromosome,NZ_CP071982.1,450459,451226,-,66521687,,J5D21_RS02155,WP_209612179.1,255,TerB family tellurite resistance protein
chromosome,NZ_CP071982.1,451236,451550,-,66521688,,J5D21_RS02160,WP_001878784.1,104,hypothetical protein
chromosome,NZ_CP071982.1,451552,453039,-,66521689,,J5D21_RS02165,WP_209612181.1,495,DUF5644 domain-containing protein
chromosome,NZ_CP071982.1,453051,453539,-,66521690,,J5D21_RS02170,WP_209612182.1,162,hypothetical protein
chromosome,NZ_CP071982.1,453524,455260,-,66521691,,J5D21_RS02175,WP_077645168.1,578,M3 family oligoendopeptidase
chromosome,NZ_CP071982.1,455357,456607,-,66521692,,J5D21_RS02180,WP_000431969.1,416,cation:proton antiporter
chromosome,NZ_CP071982.1,456928,457488,-,66521693,,J5D21_RS02185,WP_140567899.1,186,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,458475,459149,+,66521695,modB,J5D21_RS02195,WP_097705748.1,224,molybdate ABC transporter permease subunit
chromosome,NZ_CP071982.1,459146,459943,+,66521696,,J5D21_RS02200,WP_209612184.1,265,sulfate/molybdate ABC transporter ATP-binding protein
chromosome,NZ_CP071982.1,460113,461504,-,66521698,gltX,J5D21_RS02210,WP_209612186.1,463,glutamate--tRNA ligase
chromosome,NZ_CP071982.1,461622,462737,+,66521699,hopJ,J5D21_RS02215,WP_209612188.1,371,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,462746,464383,+,66521700,,J5D21_RS02220,WP_209612190.1,545,class I SAM-dependent methyltransferase
chromosome,NZ_CP071982.1,464349,465197,+,66521701,,J5D21_RS02225,WP_209612192.1,282,glycosyltransferase family 9 protein
chromosome,NZ_CP071982.1,465243,467042,+,66521702,typA,J5D21_RS02230,WP_000790195.1,599,translational GTPase TypA
chromosome,NZ_CP071982.1,467058,467987,+,66521703,,J5D21_RS02235,WP_209612194.1,309,DNA adenine methylase
chromosome,NZ_CP071982.1,467990,468604,+,66521704,,J5D21_RS02240,WP_209612196.1,204,GIY-YIG nuclease family protein
chromosome,NZ_CP071982.1,469751,470503,+,66521707,,J5D21_RS02255,WP_209612200.1,250,restriction endonuclease
chromosome,NZ_CP071982.1,470739,471683,-,66521708,,J5D21_RS02260,WP_209554128.1,314,catalase
chromosome,NZ_CP071982.1,471957,473543,+,66521709,hofC,J5D21_RS02265,WP_209612202.1,528,outer membrane family protein
chromosome,NZ_CP071982.1,473615,475012,+,66521710,hofD,J5D21_RS02270,WP_010882520.1,465,outer membrane beta-barrel protein HofD
